,Index,Artist,Song,Emotion,Lyric
482,ML483,U2,Window In The Skies,happy,"['shackles', 'undone', 'bullet', 'quit', 'gun', 'heat', 'sun', 'keep', 'us', 'none', 'rule', 'disproved', 'stone', 'moved', 'grave', 'groove', 'debts', 'removed', 'ooh', 'oh', 'see', 'love', 'done', 'oh', 'see', 'love', 'done', 'oh', 'see', 'love', 'done', 'love', 'makes', 'strange', 'enemies', 'makes', 'love', 'love', 'may', 'please', 'soul', 'striptease', 'hate', 'brought', 'knees', 'sky', 'head', 'reach', 'bed', 'let', 'heart', 'head', 'oh', 'see', 'love', 'done', 'oh', 'see', 'love', 'done', 'oh', 'see', 'love', 'done', 'ah', 'ah', 'ah', 'ah', 'oh', 'ah', 'ah', 'ah', 'ah', 'oh', 'please', 'ever', 'let', 'got', 'shame', 'oh', 'oh', 'oh', 'see', 'love', 'done', 'oh', 'see', 'love', 'done', 'oh', 'see', 'love', 'done', 'oh', 'see', 'love', 'done', 'know', 'hurt', 'made', 'cry', 'oh', 'see', 'love', 'done', 'everything', 'murder', 'oh', 'see', 'love', 'done', 'love', 'left', 'window', 'skies', 'love', 'rhapsodize', 'oh', 'see', 'love', 'done', 'every', 'broken', 'heart', 'oh', 'see', 'love', 'done', 'every', 'heart', 'cries', 'oh', 'see', 'love', 'done', 'love', 'left', 'window', 'skies', 'love', 'rhapsodize', 'oh-oh', 'oh-oh-oh', 'oh-oh-oh', 'oh-oh-oh', 'oh', 'see', 'oh-oh-oh', 'oh-oh-oh-oh-oh', 'oh-oh-oh-oh']"
483,ML484,Mark Schultz,Love Has Come,happy,"['well', 'know', 'life', 'filled', 'sorrow', 'days', 'pain', 'lasts', 'lasts', 'know', 'come', 'day', 'tears', 'washed', 'away', 'break', 'clouds', 'glory', 'coming', 'moment', 'every', 'knee', 'shall', 'bow', 'every', 'tongue', 'confess', 'god', 'love', 'love', 'come', 'us', 'every', 'heart', 'set', 'free', 'everyone', 'see', 'god', 'love', 'love', 'come', 'us', 'anybody', 'ever', 'lost', 'loved', 'one', 'feel', 'like', 'let', 'go', 'soon', 'know', 'hurts', 'say', 'goodbye', 'know', 'matter', 'time', ""'til"", 'tears', 'going', 'end', 'see', 'moment', 'every', 'knee', 'shall', 'bow', 'every', 'tongue', 'confess', 'god', 'love', 'love', 'come', 'us', 'every', 'heart', 'set', 'free', 'everyone', 'see', 'god', 'love', 'love', 'come', 'us', 'oh', 'day', 'stand', 'amazed', 'savior', 'god', 'king', 'see', 'face', 'amazing', 'grace', 'hearts', 'rise', 'sing', 'glory', 'glory', 'hallelujah', 'thank', 'cross', 'singing', 'glory', 'glory', 'hallelujah', 'christ', 'paid', 'cost', 'glory', 'glory', 'hallelujah', 'thank', 'cross', 'singing', 'glory', 'glory', 'hallelujah', 'christ', 'paid', 'cost', 'every', 'knee', 'shall', 'bow', 'every', 'tongue', 'confess', 'god', 'love', 'love', 'come', 'us', 'every', 'heart', 'set', 'free', 'every', 'one', 'see', 'god', 'love', 'love', 'come', 'us', 'love', 'come', 'us', 'love', 'come', 'us', 'every', 'knee', 'shall', 'bow', 'every', 'tongue', 'confess', 'god', 'love', 'love', 'come', 'us', 'every', 'heart', 'set', 'free', 'everyone', 'see', 'god', 'love', 'love', 'come', 'us', 'every', 'knee', 'shall', 'bow', 'every', 'tongue', 'confess', 'god', 'love', 'love', 'come', 'us', 'every', 'heart', 'set', 'free', 'everyone', 'see', 'god', 'love', 'love', 'come', 'us']"
484,ML485,Sidewalk Prophets,You Can Have Me,happy,"['saw', 'street', 'said', 'come', 'follow', 'give', 'everything', 'held', 'dear', 'dreams', 'would', 'love', 'enough', 'let', 'go', 'would', 'love', 'run', 'dry', 'asked', 'life', 'love', 'become', 'unmoving', 'love', 'become', 'unconsuming', 'forgetting', 'world', 'told', 'father', 'love', 'claim', 'losing', 'anything', 'crawl', 'upon', 'knees', 'know', 'joy', 'suffering', 'love', 'enough', 'let', 'go', 'lord', 'give', 'life', 'give', 'life', 'love', 'become', 'unmoving', 'love', 'become', 'unconsuming', 'forgetting', 'world', 'told', 'father', 'love', 'want', 'running', 'arms', 'never', 'look', 'back', 'jesus', 'heart', 'love', 'become', 'unmoving', 'love', 'become', 'unconsuming', 'forgetting', 'world', 'told', 'father', 'love', 'love', 'become', 'unmoving', 'love', 'become', 'unconsuming', 'forgetting', 'world', 'told', 'father', 'love', 'father', 'love']"
485,ML486,Josh Wilson,Before The Morning,angry,"['wonder', 'feel', 'things', 'hurt', 'god', 'loves', 'maybe', 'things', 'see', 'things', 'happening', 'bring', 'better', 'ending', 'someday', 'somehow', 'see', 'see', 'would', 'dare', 'would', 'dare', 'believe', 'still', 'reason', 'sing', 'pain', 'feeling', 'compare', 'joy', 'coming', 'hold', 'got', 'wait', 'light', 'press', 'fight', 'good', 'fight', 'pain', 'feeling', 'dark', 'morning', 'friend', 'know', 'ends', 'know', 'going', 'know', 'get', 'say', 'prayer', 'hold', 'good', 'love', 'god', 'life', 'snapshot', 'might', 'take', 'little', 'time', 'see', 'bigger', 'picture', 'would', 'dare', 'would', 'dare', 'believe', 'still', 'reason', 'sing', 'pain', 'feeling', 'compare', 'joy', 'coming', 'hold', 'got', 'wait', 'light', 'press', 'fight', 'good', 'fight', 'pain', 'feeling', 'dark', 'morning', 'yeah', 'yeah', 'morning', 'yeah', 'yeah', 'feel', 'weight', 'glory', 'pain', 'fade', 'memory', 'feel', 'weight', 'glory', 'pain', 'fade', 'memory', 'memory', 'memory', 'yeah', 'would', 'dare', 'would', 'dare', 'believe', 'still', 'got', 'reason', 'sing', 'pain', 'feeling', 'compare', 'joy', 'coming', 'would', 'dare', 'would', 'dare', 'believe', 'still', 'got', 'reason', 'sing', 'pain', 'feeling', 'compare', 'joy', 'coming', 'come', 'got', 'wait', 'light', 'press', 'fight', 'good', 'fight', 'pain', 'feeling', 'hurt', 'healing', 'oh', 'pain', 'feeling', 'dark', 'morning', 'yeah', 'yeah', 'morning', 'yeah', 'yeah', 'morning']"
486,ML487,Brandon Heath,Your Love,happy,"['felt', 'first', 'younger', 'strange', 'connection', 'light', 'try', 'satisfy', 'hunger', 'never', 'got', 'right', 'never', 'got', 'climbed', 'mountain', 'built', 'altar', 'looked', 'far', 'see', 'everyday', 'getting', 'older', 'running', 'dreams', 'running', 'dreams', 'love', 'love', 'thing', 'matters', 'love', 'love', 'give', 'love', 'enough', 'light', 'darkness', 'love', 'love', 'ever', 'needed', 'love', 'know', 'effort', 'given', 'know', 'exactly', 'cost', 'though', 'innocence', 'taken', 'everything', 'lost', 'everything', 'lost', 'love', 'love', 'thing', 'matters', 'love', 'love', 'give', 'love', 'enough', 'light', 'darkness', 'love', 'love', 'ever', 'needed', 'love', 'hope', 'morning', 'light', 'night', 'falling', 'song', 'heart', 'singing', 'love', 'eyes', 'blind', 'man', 'feet', 'lame', 'man', 'walking', 'sound', 'people', 'singing', 'love', 'love', 'love', 'love', 'love', 'thing', 'matters', 'love', 'love', 'give', 'love', 'enough', 'light', 'darkness', 'love', 'love', 'ever', 'needed', 'love', 'ever', 'needed', 'love', 'love', 'never', 'needed', 'love', 'ever', 'needed']"
487,ML488,Jeremy Camp,Take You Back,angry,"['reason', 'stand', 'answer', 'lies', 'hung', 'make', 'strong', 'though', 'praise', 'fall', 'bring', 'name', 'found', 'heart', 'bleeds', 'forgiveness', 'replacing', 'thoughts', 'painful', 'memories', 'know', 'response', 'always', 'take', 'back', 'always', 'yeah', 'even', 'fight', 'even', 'fight', 'take', 'back', 'always', 'yeah', 'even', 'pain', 'coming', 'even', 'pain', 'coming', 'take', 'back', 'satisfy', 'cry', 'looking', 'take', 'lay', 'throne', 'endless', 'grace', 'radiates', 'true', 'place', 'erases', 'faults', 'overtaken', 'know', 'response', 'always', 'take', 'back', 'always', 'yeah', 'even', 'fight', 'even', 'fight', 'take', 'back', 'always', 'yeah', 'even', 'pain', 'coming', 'even', 'pain', 'coming', 'take', 'back', 'speak', 'grateful', 'heart', 'pierced', 'gift', 'love', 'always', 'bring', 'offering', 'never', 'thank', 'enough', 'take', 'back', 'always', 'yeah', 'even', 'fight', 'even', 'fight', 'take', 'back', 'always', 'yeah', 'even', 'pain', 'coming', 'even', 'pain', 'coming', 'take', 'back', 'always', 'even', 'fight', 'even', 'fight', 'take', 'back', 'always', 'even', 'pain', 'coming', 'even', 'pain', 'coming', 'take', 'back']"
488,ML489,Third Day,God Of Wonders,relaxed,"['wow', 'worship', 'yellow', 'album', 'version', 'version', 'wow', 'hits', '2001', 'city', 'hill', 'lord', 'heaven', 'earth', 'lord', 'creation', 'lord', 'heaven', 'earth', 'lord', 'creation', 'water', 'earth', 'sky', 'heavens', 'tabernacle', 'glory', 'lord', 'high', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'universe', 'declares', 'majesty', 'holy', 'holy', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'early', 'morning', 'celebrate', 'light', 'stumble', 'darkness', 'call', 'name', 'night', 'call', 'name', 'night', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'universe', 'declares', 'majesty', 'holy', 'holy', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'holy', 'holy', 'holy', 'holy', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'precious', 'lord', 'reveal', 'heart', 'holy', 'holy', 'father', 'holy', 'holy', 'holy', 'god', 'almighty', 'universe', 'declares', 'majesty', 'holy', 'yes', 'holy', 'holy', 'holy', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'offerings', 'ii', 'album', 'version', 'lord', 'creation', 'water', 'earth', 'sky', 'heavens', 'tabernacle', 'glory', 'lord', 'high', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'universe', 'declares', 'majesty', 'holy', 'holy', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'early', 'morning', 'celebrate', 'light', 'stumble', 'darkness', 'call', 'name', 'night', 'call', 'name', 'night', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'universe', 'declares', 'majesty', 'holy', 'holy', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'sing', 'god', 'wonders', 'spoken', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'precious', 'lord', 'reveal', 'heart', 'father', 'holy', 'holy', 'holy', 'god', 'almighty', 'universe', 'declares', 'majesty', 'holy', 'spoken', 'holy', 'yes', 'holy', 'lord', 'holy', 'jesus', 'holy', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'brother', 'michael', 'jay', 'spoken', 'chronology', 'volume', '2', 'version', 'lord', 'creation', 'water', 'earth', 'sky', 'heavens', 'tabernacle', 'glory', 'lord', 'high', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'universe', 'declares', 'majesty', 'holy', 'holy', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'early', 'morning', 'celebrate', 'light', 'stumble', 'darkness', 'call', 'name', 'night', 'call', 'name', 'night', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'universe', 'declares', 'majesty', 'holy', 'holy', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'sing', 'god', 'wonders', 'spoken', 'god', 'wonders', 'beyond', 'galaxy', 'holy', 'holy', 'precious', 'lord', 'reveal', 'heart', 'father', 'holy', 'holy', 'holy', 'god', 'almighty', 'universe', 'declares', 'majesty', 'holy', 'spoken', 'holy', 'yes', 'holy', 'lord', 'holy', 'jesus', 'holy', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'hallelujah', 'lord', 'heaven', 'earth', 'brother', 'michael', 'jay', 'spoken']"
489,ML490,The Georgia Mass Choir,Joy,happy,"['joy', 'joy', 'joy', 'sweet', 'joy', 'joy', 'joy', 'soul', 'sweet', 'beautiful', 'soul', 'saving', 'joy', 'oh', 'joy', 'joy', 'soul', 'listen', 'music', 'sound', 'angels', 'come', 'see', 'child', 'make', 'hope', 'lying', 'manger', 'away', 'harm', 'danger', 'oh', 'joy', 'joy', 'soul', 'oh', 'joy', 'joy', 'soul', 'joy', 'joy', 'joy', 'sweet', 'joy', 'joy', 'joy', 'soul', 'sweet', 'beautiful', 'soul', 'saving', 'joy', 'oh', 'joy', 'joy', 'soul', 'sent', 'special', 'gift', 'love', 'precious', 'silver', 'gold', 'sent', 'holy', 'day', 'take', 'pain', 'away', 'oh', 'joy', 'joy', 'soul', 'oh', 'joy', 'joy', 'soul', 'go', 'tell', 'mountain', 'shout', 'valley', 'tell', 'baby', 'swaddling', 'clothes', 'men', 'every', 'nation', 'join', 'celebration', 'oh', 'joy', 'joy', 'soul', 'oh', 'joy', 'joy', 'soul', 'whitney', 'ad', 'lib', 'way', 'deep', 'inside', 'soul', 'joy', 'joy', 'joy', 'joy', 'got', 'joy', 'said', 'way', 'deep', 'joy', 'joy', 'joy', 'joy', 'got', 'joy', 'got', 'deep', 'joy', 'unspeakable', 'joy', 'soul']"
490,ML491,Stevie Wonder,Lookin' For Another Pure Love,happy,"['unfortunately', 'licensed', 'display', 'full', 'lyrics', 'song', 'moment', 'hopefully', 'able', 'future', 'random', 'page']"
491,ML492,Jody Watley,Real Love,happy,"['said', 'would', 'get', 'trying', 'live', 'life', 'want', 'come', 'back', 'need', 'brand', 'new', 'lies', 'listen', 'want', 'love', 'serious', 'time', 'play', 'love', 'games', 'want', 'nobody', 'fool', 'want', 'got', 'give', 'real', 'love', 'know', 'want', 'one', 'real', 'love', 'going', 'try', 'get', 'real', 'love', 'everybody', 'needs', 'one', 'real', 'love', 'got', 'real', 'love', 'friends', 'telling', 'give', 'another', 'try', 'need', 'opinions', 'deal', 'mind', 'listen', 'want', 'love', 'serious', 'time', 'play', 'love', 'games', 'want', 'nobody', 'fool', 'want', 'got', 'give', 'real', 'love', 'know', 'want', 'one', 'real', 'love', 'going', 'try', 'get', 'real', 'love', 'everybody', 'needs', 'one', 'real', 'love', 'got', 'real', 'love', 'real', 'love', 'oh', 'oh', 'ah', 'oh', 'oh', 'ah', 'oh', 'oh', 'ah', 'oh', 'yeah', 'oh', 'oh', 'ah', 'oh', 'oh', 'ah', 'oh', 'oh', 'ah', 'oh', 'oh', 'ah', 'give', 'oh', 'oh', 'ah', 'real', 'love', 'know', 'want', 'one', 'real', 'love', 'going', 'try', 'get', 'real', 'love', 'everybody', 'needs', 'one', 'real', 'love', 'got', 'real', 'love', 'real', 'love', 'know', 'want', 'one', 'real', 'love', 'going', 'try', 'get', 'real', 'love', 'everybody', 'needs', 'one', 'real', 'love', 'got', 'real', 'love', 'real', 'love', 'ow', 'ow', 'ow', 'real', 'love', 'know', 'want', 'one', 'real', 'love', 'going', 'try', 'get', 'real', 'love', 'everybody', 'needs', 'one', 'real', 'love', 'got', 'real', 'love', 'real', 'love', 'real', 'love', 'huh', 'uh', 'uh', 'real', 'love', 'need', 'opinions', 'need', 'advice', 'real', 'love', 'got', 'give', 'real', 'love', 'real', 'love']"
492,ML493,Chet Baker,Let's Get Lost,angry,"['let', 'get', 'lost', 'lost', 'arms', 'let', 'get', 'lost', 'let', 'send', 'alarms', 'though', 'think', 'us', 'rather', 'rude', 'let', 'tell', 'world', 'crazy', 'mood', 'let', 'defrost', 'romantic', 'mist', 'let', 'get', 'crossed', 'everybody', 'list', 'celebrate', 'night', 'found', 'mmm', 'let', 'get', 'lost', 'let', 'defrost', 'romantic', 'mist', 'let', 'get', 'crossed', 'everybody', 'list', 'celebrate', 'night', 'found', 'mm', 'let', 'get', 'lost', 'oh', 'oh', 'let', 'get', 'lost']"
493,ML494,Nina Simone,Feeling Good,relaxed,"['birds', 'flyin', 'high', 'know', 'feel', 'sun', 'sky', 'know', 'feel', 'breeze', 'driftin', 'know', 'feel', 'new', 'dawn', 'new', 'day', 'new', 'life', 'yeah', 'new', 'dawn', 'new', 'day', 'new', 'life', 'oh', 'feelin', 'good', 'fish', 'sea', 'know', 'feel', 'river', 'runnin', 'free', 'know', 'feel', 'blossom', 'tree', 'know', 'feel', 'new', 'dawn', 'new', 'day', 'new', 'life', 'feelin', 'good', 'dragonfly', 'sun', 'know', 'mean', 'know', 'butterflies', 'havin', 'fun', 'know', 'mean', 'sleep', 'peace', 'day', 'done', 'mean', 'old', 'world', 'new', 'world', 'bold', 'world', 'yeah', 'yeah', 'stars', 'shine', 'know', 'feel', 'scent', 'pine', 'know', 'feel', 'yeah', 'freedom', 'mine', 'know', 'feel', 'new', 'dawn', 'new', 'day', 'new', 'life', 'feelin', 'good']"
494,ML495,Mel Torme,Comin' Home Baby,relaxed,"['do-do-do', 'comin', 'home', 'baby', 'do-do-do-do-do-do-do-do', 'comin', 'home', 'right', 'away', 'do-do-do', 'comin', 'home', 'baby', 'do-do-do-do-do-do-do-do', 'sorry', 'ever', 'went', 'away', 'do-do-do-doo', 'miss', 'every', 'night', 'day', 'gone', 'stay', 'comin', 'home', 'baby', 'come', 'home', 'comin', 'home', 'baby', 'know', 'waitin', 'comin', 'home', 'ree-al', 'soon', 'gone', 'comin', 'home', 'baby', 'know', 'goin', 'comin', 'home', 'know', 'overdue', 'since', 'went', 'away', 'feel', ""s'pect"", 'day', 'real', 'soon', 'soon', 'comin', 'home', 'come', 'home', 'comin', 'home', 'baby', 'know', 'prayin', 'every', 'night', 'everything', 'going', 'fine', 'please', 'come', 'home', 'comin', 'home', 'baby', 'want', 'feel', 'hold', 'tight', ""c'pect"", 'see', 'anytime', 'arms', 'right', 'arms', 'fine', 'comin', 'home', 'come', 'home', 'comin', 'home', 'baby', 'know', 'counting', 'everyday', 'comin', 'home', 'yeah-yeah-yeah', 'use', 'phone', 'comin', 'home', 'baby', 'baby', 'let', 'hear', 'say', 'comin', 'home', 'hearin', 'say', 'comin', 'home', 'lay', 'awake', 'never', 'go', 'away', 'comin', 'home', 'come', 'home', 'comin', 'home', 'baby', 'know', 'waitin', 'door', 'hold', 'back', 'no-oh-oh', 'alone', 'pressin', 'baby', 'pacing', 'floor', 'oh', 'hear', 'holler', 'hear', 'roar', 'say', 'going', 'ever', 'ever', 'comin', 'home', 'come', 'home', 'comin', 'home', 'baby', 'oh', 'baby', 'say', 'comin', 'home', 'say', 'say', 'comin', 'home', 'something', 'wrong', 'road', 'long', 'baby', 'ought', 'either', 'write', 'phone', 'comin', 'home', 'never', 'roam', 'baby', 'tell', 'comin', 'home', 'baby', 'sure', 'comin', 'home', 'comin', 'home', 'come', 'home', 'comin', 'home', 'baby', 'come', 'home', 'comin', 'home', 'baby', 'fades', 'come', 'home', 'comin', 'home', 'baby', 'come', 'home', 'comin', 'home', 'baby']"
495,ML496,Freddie Hubbard,Red Clay,happy,"['told', 'loved', 'would', 'feel', 'proud', 'let', 'hold', 'honey', 'holler', 'loud', 'never', 'love', 'another', 'even', 'come', 'baby', 'one', 'woman', 'man', 'love', 'baby', 'kinda', 'hang', 'around', 'always', 'love', 'honey', 'never', 'let', 'never', 'love', 'another', 'even', 'come', 'baby', 'one', 'woman', 'man', 'well', 'climb', 'highest', 'mountain', 'reached', 'sky', 'prove', 'love', 'jump', 'fly', 'even', 'swim', 'ocean', 'shore', 'shore', 'prove', 'love', 'little', 'bit', 'ah', 'love', 'baby', 'kinda', 'hang', 'around', 'always', 'love', 'honey', 'never', 'let', 'never', 'love', 'another', 'even', 'come', 'baby', 'one', 'woman', 'man', 'love', 'baby', 'kinda', 'hang', 'around', 'always', 'love', 'honey', 'never', 'let', 'never', 'love', 'another', 'even', 'come', 'baby', 'one', 'woman', 'man', 'come', 'baby', 'one', 'woman', 'man', 'come', 'baby', 'one', 'woman', 'man']"
496,ML497,Cassandra Wilson,Time After Time,sad,"['lying', 'bed', 'hear', 'clock', 'tick', 'think', 'caught', 'circles', 'confusion', 'nothing', 'new', 'flashback', 'warm', 'nights', 'almost', 'left', 'behind', 'suitcases', 'memories', 'time', 'sometimes', 'picture', 'walking', 'far', 'ahead', 'calling', 'hear', 'said', 'say', 'go', 'slow', 'fall', 'behind', 'second', 'hand', 'unwinds', 'lost', 'look', 'find', 'time', 'time', 'fall', 'catch', 'waiting', 'time', 'picture', 'fades', 'darkness', 'turned', 'gray', 'watching', 'windows', 'wondering', 'ok', 'secrets', 'stolen', 'deep', 'inside', 'drum', 'beats', 'time', 'lost', 'look', 'find', 'time', 'time', 'fall', 'catch', 'waiting', 'time', 'time', 'mmm']"
497,ML498,Patrice Rushen,Remind Me,happy,"['recall', 'certain', 'magic', 'eyes', 'spell', 'time', 'appear', 'kiss', 'passionate', 'mesmerized', 'fall', 'love', 'time', 'near', 'star', 'light', 'star', 'bright', 'love', 'shines', 'near', 'far', 'like', 'brightest', 'star', 'sweet', 'things', 'sets', 'heart', 'aglow', 'want', 'know', 'remind', 'lucky', 'falling', 'love', 'darling', 'remind', 'lucky', 'falling', 'love', 'darling', 'hold', 'close', 'whisper', 'soft', 'low', 'three', 'little', 'words', 'mean', 'much', 'know', 'make', 'feelings', 'show', 'like', 'song', 'perfect', 'harmony', 'remind', 'lucky', 'falling', 'love', 'darling', 'remind', 'lucky', 'falling', 'love', 'darling', 'remind', 'lucky', 'falling', 'love', 'darling', 'remind', 'lucky', 'falling', 'love', 'darling', 'whisper', 'soft', 'low', 'touch', 'hold', 'let', 'go', 'love', 'magic', 'eyes', 'looked', 'right', 'hypnotized', 'mesmerized', 'whisper', 'soft', 'low', 'touch', 'hold', 'let', 'go', 'love']"
